GRAM5_NEGATIVE_CONTROL_OK new axiom: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK axiom only in proof body: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_NEGATIVE_CONTROL_OK missing proof dependency: missing raw dependency: Gram5AuditNegative.doesNotExist
GRAM5_NEGATIVE_CONTROL_OK standard name with altered type: nonstandard axiom type: propext
GRAM5_NEGATIVE_CONTROL_OK standard name with altered universe arity: unexpected axiom or universe arity: propext
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.unsafe: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK excluded declaration safety Lean.DefinitionSafety.partial: unsafe or partial dependency: Gram5AuditNegative.operationalRoot
GRAM5_NEGATIVE_CONTROL_OK every expression-bearing syntax position was traversed
GRAM5_NEGATIVE_CONTROL_OK altered stored theorem body is detected by exact comparison
GRAM5_NEGATIVE_CONTROL_OK stored theorem with changed type: stored theorem differs in non-body fields
GRAM5_NEGATIVE_CONTROL_OK stored theorem replaced by an axiom: stored declaration differs outside the theorem-body case
GRAM5_NEGATIVE_CONTROL_OK stored proof refers back to its original name: stored theorem variant depends on its original name: Gram5AuditNegative.circularStoredVariant
GRAM5_NEGATIVE_CONTROL_OK new axiom in an alternate stored proof: unexpected axiom or universe arity: Gram5AuditNegative.hiddenAxiom
GRAM5_PROJECT_MODULE PBCounterexample.Basic records=41
GRAM5_CACHED_AXIOMS Gram5IndependentContract.FiniteThresholdPairClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.no_finite_sup_inf_of_no_lattice [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.linearB [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.a [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.lambdaRadius_pos [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.linearA [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q1_exact [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q1._proof_6 [propext]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.Point [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.noConfusion [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.q3 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.z [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.CorrectedPathData.mk.injEq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.WholeSpaceClaim [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.component [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS Gram5IndependentContract.radicand [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.negativePolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadratic_gram_identity [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramB._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.zPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.halfVPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantPolynomial_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramA [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.twice_halfRPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.leadingDeterminant [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramMatrix.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.a.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.Label []
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramE [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.negativeMatrix.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.inverseCoordinates.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.negativeMatrix [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.negativePolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.inverseCoordinates [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.a [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramMatrix [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.halfUPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.rPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.originalCoordinates [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.zPolynomial._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramB.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.d [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.halfRPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.signaturePolynomial._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.e.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.positiveMatrix [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantW [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.Coord [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.halfVPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.positivePolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.positivePolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.twice_halfUPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramA._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.originalCoordinates.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.columnPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramA.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.xPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.yPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramE._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.zPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramE._proof_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.uPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramE._proof_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.qPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadratic_simplex_identity [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.twice_halfVPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantA.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.e [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.signaturePolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.xPolynomial._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.halfRPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.leadingG [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramPolynomial_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.yPolynomial._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramB [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.xPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.yPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantA [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.columnPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.signaturePolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinantPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.c [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantW.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.positiveMatrix.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.Poly [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramF [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.d.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramE.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.a._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.rPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eval_determinantPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantB.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.q.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.b.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.qPolynomial._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.qPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.vPolynomial.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.Index []
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.inverse_originalCoordinates [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramF._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.uPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantW_identity [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.gramF.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantB [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.q [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.c.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.vPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.b [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.halfUPolynomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.determinant [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.original_inverseCoordinates [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.scale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_of_weightedHomogeneous [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div._proof_1_1 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_eq_sum [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.scale.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div_zero [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.sum_components_upto._simp_1_1 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div._proof_1_2 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div._proof_1_3 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_of_weightedHomogeneous._simp_1_2 []
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.tendsto_eval_scale_div._simp_1_4 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_5 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_7 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_6 [propext,
 Classical.choice,
 Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.sum_components_upto [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.WeightedPolynomial.eval_scale_div_eq_sum._simp_1_4 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.weights [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantW_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearA_correction [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eval_invariantA_affine [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantB_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.basePoint [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearW [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.normalDirection.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eval_invariantW_affine [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.hasDerivAt_eval_affine [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearB.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearB_sign [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearW_eq [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearB_normal [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.weights.eq_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearA._proof_3 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.normalDirection [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearA._proof_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearB [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearA [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.invariantA_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.weightedScale [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadraticA.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.leadingG_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.leadingDeterminant_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadraticB.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.leadingG.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.correctionEmbedding._proof_1 [propext]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5Variations.0.PBCounterexample.Gram5.coordinate_succ_two [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eval_leadingDeterminant_affine [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadraticF_normal_add_sign [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.d_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearA.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearA._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearW.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.basePoint.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.signDirection.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.differential.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.correctionEmbedding.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearA_normal [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.e_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5Variations.0.PBCounterexample.Gram5.coordinate_succ_succ_two [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadraticB [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.c_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eval_invariantB_affine [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.eval_leadingG_affine [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.correctionEmbedding [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.correctionEmbedding_zero [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearB_correction [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.b_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadraticW [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.correctionEmbedding_first [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadraticA [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.normalDirection._proof_1 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.correctionEmbedding_smul [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.contDiff_eval [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.leadingDeterminant.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.normalDirection._proof_2 [propext]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.affinePoint.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.signDirection [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadraticF.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.differential [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadraticF [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.quadraticW.eq_1 [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.affinePoint [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.linearA_sign [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.a_weighted [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_4 []
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_8 []
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.weighted_polynomial_low_formula [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.lowExponent [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_16 []
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.monomial_lowExponent [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS PBCounterexample.Gram5.lowMonomial [propext, Classical.choice, Quot.sound]
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.splitter []
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_2 []
GRAM5_CACHED_AXIOMS _private.PBCounterexample.Gram5LowWeights.0.PBCounterexample.Gram5.lowExponentTuple.match_1.eq_17 []
